,I1,u1,I2,u2,u3,I3,O1,O2,O3,O4,O5,O6,O7,x1,x2,x3,y1,y2,y3,u12,u13,u14
1565,-30.523578000000004,0.0,8.0686,0.0,0.0,32.0,-62.672447999999996,24.209523,51.697148,97.599166,-0.128934,0.0,-9.176921,-0.21488200000000002,-0.021217,0.237285,-0.214883,-0.021214,0.237283,1e-06,-3e-06,2e-06
1566,-30.523578000000004,0.0,13.073211,0.0,0.0,32.0,-68.759562,23.901528,58.904237,95.2066,-1.0695370000000002,0.0,-6.834647,-0.212727,-0.036065,0.238556,-0.21272800000000003,-0.03606,0.23855300000000002,0.0,-5e-06,2e-06
1567,-30.523578000000004,0.0,17.281422,0.0,0.0,32.0,-74.880729,23.60867,65.75711,93.404763,0.21300300000000003,0.0,-4.70375,-0.21005,-0.048375,0.24013400000000001,-0.21005100000000002,-0.048373,0.24013299999999999,1e-06,-2e-06,1e-06
1568,-21.197909,0.0,17.281422,0.0,0.0,32.0,-85.88352900000001,23.430582,69.924371,90.81478100000001,-0.113575,-0.067207,-2.496573,-0.20500700000000002,-0.051126,0.269544,-0.20500700000000002,-0.051118000000000004,0.269542,-1e-06,-8e-06,2e-06
1569,-8.261358,0.0,17.281422,0.0,0.0,32.0,-95.0,23.265578,73.785452,92.903319,68.74278100000001,-9.315014,4.279458999999999,-0.19008,-0.051257000000000004,0.312519,-0.18926199999999999,-0.046195,0.308882,-0.0008179999999999999,-0.005062,0.0036369999999999996
1570,6.48944,0.0,17.281422,0.0,0.0,32.0,-95.0,23.653695000000003,64.703514,99.522144,53.688026,-10.465436,5.322552,-0.16187200000000002,-0.051265,0.356037,-0.16195199999999998,-0.027837999999999998,0.333806,8e-05,-0.023427,0.022231
1571,9.039972,0.0,13.596411999999999,0.0,0.0,32.0,-95.0,23.799599,61.289378,101.060601,8.609079,-15.232848,6.629475,-0.15354600000000002,-0.043505,0.36788000000000004,-0.154841,-0.019198,0.34224099999999996,0.001295,-0.024307,0.025639
1572,4.381819999999999,0.0,8.938260000000001,0.0,0.0,32.0,-95.0,23.797348,61.34205,97.63940600000001,-58.401205000000004,-20.578381,1.855204,-0.167197,-0.029889999999999996,0.356336,-0.166804,-0.017955000000000002,0.343524,-0.000392,-0.011935,0.012812
1573,-1.170052,0.0,3.3863879999999997,0.0,0.0,32.0,-93.77613199999999,24.027601,55.954133999999996,90.96338,-0.37775,0.0,-4.907319,-0.18124400000000002,-0.013211,0.340275,-0.18124500000000002,-0.013206,0.34027199999999996,1e-06,-5e-06,3e-06
1574,-4.220031,0.0,0.336408,0.0,0.0,32.0,-87.251891,24.253474,50.668692,93.160614,-1.276656,0.0,-6.3417959999999995,-0.18753499999999998,-0.004092,0.330923,-0.18753599999999998,-0.004085,0.330919,1e-06,-7.000000000000001e-06,4e-06
1575,-8.105,0.0,-3.548561,0.0,0.0,32.0,-79.57481800000001,24.510384,44.656998,95.86733000000001,-1.720579,0.0,-8.563265,-0.194099,0.0074849999999999995,0.318652,-0.1941,0.007486,0.318651,0.0,-1e-06,1e-06
1576,-11.197099,0.0,-6.6406600000000005,0.0,0.0,32.0,-73.654714,24.70309,40.147671,98.210014,-1.9239849999999998,-1.6e-05,-10.033171000000001,-0.19825399999999999,0.016863999999999997,0.30848600000000004,-0.198257,0.01687,0.30848200000000003,3e-06,-6e-06,4e-06
1577,-21.242137,0.0,3.404378,0.0,0.0,32.0,-69.331457,24.38121,47.679662,96.92853000000001,-1.48814,0.0,-8.994816,-0.21047800000000003,-0.007541,0.273725,-0.210479,-0.007536,0.27372199999999997,2e-06,-5e-06,2e-06
1578,-27.054819000000002,0.0,9.21706,0.0,0.0,32.0,-68.903265,24.105979,54.12008,95.822119,-1.163529,0.0,-7.678835,-0.21289899999999998,-0.024641,0.253657,-0.2129,-0.024634,0.253655,1e-06,-7.000000000000001e-06,2e-06
1579,-32.05549,0.0,14.217731,0.0,0.0,32.0,-69.748869,23.831441,60.544264,94.787254,-0.5725720000000001,0.0,-6.60773,-0.212202,-0.039383,0.237134,-0.21220300000000003,-0.039356,0.237125,1e-06,-2.7000000000000002e-05,9e-06
1580,-23.489407999999997,0.0,22.783814000000003,0.0,0.0,32.0,-91.870568,23.014388,79.66330699999999,89.654723,-0.17214400000000002,-3.212184,-0.390353,-0.20244700000000002,-0.063904,0.26379600000000003,-0.20244700000000002,-0.063901,0.26379600000000003,0.0,-3e-06,0.0
1581,-15.737848999999999,0.0,30.535373,0.0,0.0,32.0,-95.0,22.999999,80.0,95.574449,-63.459624,-18.498094000000002,6.014983999999999,-0.18596400000000002,-0.084925,0.29220799999999997,-0.183348,-0.062965,0.282577,-0.002616,-0.02196,0.009631
