,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
459,-19.567618,-28.254047,23,-91.259449,23.919374,58.486631,80.267186,-0.410853,0,-2.145607,-0.227981,-0.012367,0.321815,0,0.000001,0.000001,270,62,406,271,55,406
460,-0.184914,21.09424,23,-69.146562,25.143762,29.835965,96.704583,-1.845339,0,-11.516338,-0.211978,0.04879,0.31069,0.000001,0.000002,0.000002,143,165,378,144,159,341
461,-9.191353,-9.225264,23,-69.146562,25.143762,29.835965,96.704583,-1.845339,0,-11.516338,-0.211978,0.04879,0.31069,0.000001,0.000002,0.000002,281,131,498,281,129,446
462,-13.063394,24.014887,23,-69.146562,25.143762,29.835965,96.704583,-1.845339,0,-11.516338,-0.211978,0.04879,0.31069,0.000001,0.000002,0.000002,132,112,366,132,113,343
465,9.374297,-26.651609,23,-94.999997,23.647823,64.840998,86.732435,-27.926408,-18.907417,4.828763,-0.214832,-0.046616,0.362767,0.008531,0.027009,0.027429,202,122,340,202,124,348
466,-3.952888,5.955975,23,-94.999997,23.647823,64.840998,86.732435,-27.926408,-18.907417,4.828763,-0.214832,-0.046616,0.362767,0.008531,0.027009,0.027429,56,67,424,59,61,440
467,-10.559515,-29.900875,23,-94.999997,23.647823,64.840998,86.732435,-27.926408,-18.907417,4.828763,-0.214832,-0.046616,0.362767,0.008531,0.027009,0.027429,213,42,390,216,30,429
468,9.629318,28.703709,24,-68.194187,25.179713,28.994704,99.736974,-2.152997,0,-11.971487,-0.203357,0.049586,0.310915,0.000002,0.000003,0.000002,115,217,527,119,201,435
469,-11.720343,14.255997,24,-68.194187,25.179713,28.994704,99.736974,-2.152997,0,-11.971487,-0.203357,0.049586,0.310915,0.000002,0.000003,0.000002,174,125,414,174,123,377
470,-15.128047,21.220295,24,-68.194187,25.179713,28.994704,99.736974,-2.152997,0,-11.971487,-0.203357,0.049586,0.310915,0.000002,0.000003,0.000002,150,108,414,150,109,372
472,-3.55932,27.670456,24,-90.584696,23.996526,56.681282,82.334184,-0.716922,0,-2.873795,-0.221364,-0.010316,0.324944,0.000001,0.000003,0.000002,10,129,433,10,131,435
473,-1.408872,-13.532171,24,-90.584696,23.996526,56.681282,82.334184,-0.716922,0,-2.873795,-0.221364,-0.010316,0.324944,0.000001,0.000003,0.000002,199,137,325,200,138,326
474,-13.081931,12.232277,24,-90.584696,23.996526,56.681282,82.334184,-0.716922,0,-2.873795,-0.221364,-0.010316,0.324944,0.000001,0.000003,0.000002,90,87,348,91,87,359
475,-14.832142,-17.893401,24,-90.584696,23.996526,56.681282,82.334184,-0.716922,0,-2.873795,-0.221364,-0.010316,0.324944,0.000001,0.000003,0.000002,220,79,358,221,77,353
476,9.297557,-1.018161,24,-95,23.79486,61.400257,83.409558,40.000945,-11.693987,6.029342,-0.2202,-0.017521,0.356033,0.00443,0.010531,0.012284,140,132,324,141,132,321
477,9.828328,-23.303404,24,-95,23.79486,61.400257,83.409558,40.000945,-11.693987,6.029342,-0.2202,-0.017521,0.356033,0.00443,0.010531,0.012284,234,136,372,235,138,341
479,-14.75968,-14.639826,24,-95,23.79486,61.400257,83.409558,40.000945,-11.693987,6.029342,-0.2202,-0.017521,0.356033,0.00443,0.010531,0.012284,189,29,393,195,23,384
480,8.027796,2.74634,24,-80.744173,24.30359,49.495985,88.62276,-1.266265,0,-5.76952,-0.219271,-0.002051,0.307532,0,0.000004,0.000002,141,206,404,147,206,405
481,-4.301553,-26.866527,24,-80.744173,24.30359,49.495985,88.62276,-1.266265,0,-5.76952,-0.219271,-0.002051,0.307532,0,0.000004,0.000002,279,159,470,281,158,467
482,-19.686189,18.754594,24,-80.744173,24.30359,49.495985,88.62276,-1.266265,0,-5.76952,-0.219271,-0.002051,0.307532,0,0.000004,0.000002,72,85,408,73,86,406
483,-19.397872,-13.189734,24,-80.744173,24.30359,49.495985,88.62276,-1.266265,0,-5.76952,-0.219271,-0.002051,0.307532,0,0.000004,0.000002,211,86,373,212,85,362
484,-6.053156,24.165382,24,-81.957431,24.230049,51.216839,88.028378,-0.790024,0,-5.428185,-0.219095,-0.005851,0.307569,0,0.000002,0.000002,37,146,469,38,148,471
485,8.741613,-7.54574,24,-81.957431,24.230049,51.216839,88.028378,-0.790024,0,-5.428185,-0.219095,-0.005851,0.307569,0,0.000002,0.000002,176,211,415,183,213,409
486,-18.988196,11.009595,24,-81.957431,24.230049,51.216839,88.028378,-0.790024,0,-5.428185,-0.219095,-0.005851,0.307569,0,0.000002,0.000002,102,92,369,103,92,377
487,-17.190065,-28.712087,24,-81.957431,24.230049,51.216839,88.028378,-0.790024,0,-5.428185,-0.219095,-0.005851,0.307569,0,0.000002,0.000002,284,99,463,284,94,471
488,4.019814,6.216059,24,-95,23.230183,74.61371,90.007787,-4.871637,-17.004373,6.230525,-0.201135,-0.052528,0.311388,0.001517,0.006726,0.004765,35,185,553,38,196,635
489,1.264736,-21.961871,24,-95,23.230183,74.61371,90.007787,-4.871637,-17.004373,6.230525,-0.201135,-0.052528,0.311388,0.001517,0.006726,0.004765,163,170,393,165,179,465
490,-15.001199,-6.549199,24,-95,23.230183,74.61371,90.007787,-4.871637,-17.004373,6.230525,-0.201135,-0.052528,0.311388,0.001517,0.006726,0.004765,104,110,397,104,109,454
491,-16.483579,-19.740704,24,-95,23.230183,74.61371,90.007787,-4.871637,-17.004373,6.230525,-0.201135,-0.052528,0.311388,0.001517,0.006726,0.004765,156,102,366,155,100,422
492,-4.546495,28.216894,24,-69.693659,25.362668,24.713545,101.596522,-2.715246,0,-13.298852,-0.191217,0.064488,0.323408,0.000007,0.000006,0.000005,149,129,480,149,127,378
493,-7.035135,14.452445,24,-69.693659,25.362668,24.713545,101.596522,-2.715246,0,-13.298852,-0.191217,0.064488,0.323408,0.000007,0.000006,0.000005,204,122,519,204,121,392
494,-12.128923,28.443303,24,-69.693659,25.362668,24.713545,101.596522,-2.715246,0,-13.298852,-0.191217,0.064488,0.323408,0.000007,0.000006,0.000005,150,101,501,149,105,380
495,-9.185086,17.418578,24,-69.693659,25.362668,24.713545,101.596522,-2.715246,0,-13.298852,-0.191217,0.064488,0.323408,0.000007,0.000006,0.000005,190,111,507,190,112,386
496,-14.181842,29.14767,24,-72.752078,24.829694,37.185145,94.158337,-1.374805,0,-9.623833,-0.214668,0.027721,0.30851,0.000001,0.000002,0.000002,73,109,398,73,112,406
497,5.430794,-14.661941,24,-72.752078,24.829694,37.185145,94.158337,-1.374805,0,-9.623833,-0.214668,0.027721,0.30851,0.000001,0.000002,0.000002,270,204,488,275,198,514
498,-17.763123,26.950873,24,-72.752078,24.829694,37.185145,94.158337,-1.374805,0,-9.623833,-0.214668,0.027721,0.30851,0.000001,0.000002,0.000002,83,94,396,83,99,403
499,-18.960999,-5.399801,24,-72.752078,24.829694,37.185145,94.158337,-1.374805,0,-9.623833,-0.214668,0.027721,0.30851,0.000001,0.000002,0.000002,224,87,387,225,89,387
500,9.208336,11.138354,24,-95,23.593748,66.106279,89.562558,77.218646,-8.700446,3.250625,-0.203645,-0.052032,0.357444,0.006403,0.02661,0.025457,13,129,539,13,129,602
501,9.668933,-20.92485,24,-95,23.593748,66.106279,89.562558,77.218646,-8.700446,3.250625,-0.203645,-0.052032,0.357444,0.006403,0.02661,0.025457,162,130,348,162,131,398
503,-2.11488,-24.56044,24,-95,23.593748,66.106279,89.562558,77.218646,-8.700446,3.250625,-0.203645,-0.052032,0.357444,0.006403,0.02661,0.025457,177,83,367,178,77,411
504,8.52706,8.19076,24,-95,23.474762,68.890554,92.517171,-47.260056,-20.253664,2.911924,-0.193254,-0.06357,0.348521,0.004869,0.028924,0.024739,6,139,258,6,143,335
505,8.233175,-28.392116,24,-95,23.474762,68.890554,92.517171,-47.260056,-20.253664,2.911924,-0.193254,-0.06357,0.348521,0.004869,0.028924,0.024739,171,136,364,171,139,470
506,-8.56775,4.013821,24,-95,23.474762,68.890554,92.517171,-47.260056,-20.253664,2.911924,-0.193254,-0.06357,0.348521,0.004869,0.028924,0.024739,20,71,558,21,60,714
507,-10.70956,-26.687946,24,-95,23.474762,68.890554,92.517171,-47.260056,-20.253664,2.911924,-0.193254,-0.06357,0.348521,0.004869,0.028924,0.024739,161,67,383,161,55,504
508,9.891801,24.990137,24,-79.567374,24.567887,43.311435,88.917765,-1.133003,0,-6.805705,-0.219623,0.015686,0.317747,0,0.000005,0.000003,70,203,438,75,197,428
509,-8.000649,1.008593,24,-79.567374,24.567887,43.311435,88.917765,-1.133003,0,-6.805705,-0.219623,0.015686,0.317747,0,0.000005,0.000003,174,124,337,175,123,321
510,-8.592571,21.801243,24,-79.567374,24.567887,43.311435,88.917765,-1.133003,0,-6.805705,-0.219623,0.015686,0.317747,0,0.000005,0.000003,88,118,356,88,119,364
511,-9.700655,2.744059,24,-79.567374,24.567887,43.311435,88.917765,-1.133003,0,-6.805705,-0.219623,0.015686,0.317747,0,0.000005,0.000003,166,113,321,167,113,338
512,5.026828,13.213809,25,-85.397663,24.33203,48.831096,85.915247,-4.258264,-0.000532,-6.502642,-0.215518,0.004483,0.326759,0.00001,0.000504,0.000349,110,162,377,112,161,379
513,4.862844,-17.814853,25,-85.397663,24.33203,48.831096,85.915247,-4.258264,-0.000532,-6.502642,-0.215518,0.004483,0.326759,0.00001,0.000504,0.000349,244,166,420,246,166,421
514,-19.01431,6.1615,25,-85.397663,24.33203,48.831096,85.915247,-4.258264,-0.000532,-6.502642,-0.215518,0.004483,0.326759,0.00001,0.000504,0.000349,141,61,369,144,62,373
515,-18.400381,-2.721156,25,-85.397663,24.33203,48.831096,85.915247,-4.258264,-0.000532,-6.502642,-0.215518,0.004483,0.326759,0.00001,0.000504,0.000349,173,60,371,176,60,377
516,9.578184,3.685227,25,-95,23.884468,59.303446,83.388703,-10.666921,-17.172531,6.015389,-0.215728,-0.003405,0.351861,0.000991,0.002298,0.002884,141,138,350,142,138,338
517,9.744927,-17.322639,25,-95,23.884468,59.303446,83.388703,-10.666921,-17.172531,6.015389,-0.215728,-0.003405,0.351861,0.000991,0.002298,0.002884,228,143,381,229,144,388
518,-6.493059,17.586029,25,-95,23.884468,59.303446,83.388703,-10.666921,-17.172531,6.015389,-0.215728,-0.003405,0.351861,0.000991,0.002298,0.002884,75,71,420,77,71,417
519,-4.375495,-3.275391,25,-95,23.884468,59.303446,83.388703,-10.666921,-17.172531,6.015389,-0.215728,-0.003405,0.351861,0.000991,0.002298,0.002884,163,80,348,165,80,351
520,1.137213,20.421243,25,-82.082756,24.741998,39.237241,89.422616,-1.341353,0,-7.260307,-0.210242,0.030213,0.336288,0,0.000002,0.000001,120,130,360,121,129,368
521,6.407227,7.182076,25,-82.082756,24.741998,39.237241,89.422616,-1.341353,0,-7.260307,-0.210242,0.030213,0.336288,0,0.000002,0.000001,172,154,354,173,151,360
522,-13.618208,22.596481,25,-82.082756,24.741998,39.237241,89.422616,-1.341353,0,-7.260307,-0.210242,0.030213,0.336288,0,0.000002,0.000001,109,68,366,110,74,380
523,-7.401202,6.64173,25,-82.082756,24.741998,39.237241,89.422616,-1.341353,0,-7.260307,-0.210242,0.030213,0.336288,0,0.000002,0.000001,174,92,333,175,94,347
524,4.93997,18.478205,25,-92.759675,23.701934,63.574735,85.425797,-0.236484,0,-2.700257,-0.208444,-0.029388,0.315412,0,0.000007,0.000004,17,187,613,21,193,580
525,-2.961844,-13.215225,25,-92.759675,23.701934,63.574735,85.425797,-0.236484,0,-2.700257,-0.208444,-0.029388,0.315412,0,0.000007,0.000004,165,148,390,166,151,359
526,-11.752774,-2.247993,25,-92.759675,23.701934,63.574735,85.425797,-0.236484,0,-2.700257,-0.208444,-0.029388,0.315412,0,0.000007,0.000004,125,114,388,125,114,369
527,-18.508609,-17.896983,25,-92.759675,23.701934,63.574735,85.425797,-0.236484,0,-2.700257,-0.208444,-0.029388,0.315412,0,0.000007,0.000004,187,85,391,187,81,390
528,0.272269,23.993823,25,-69.022606,25.116202,30.480858,100.225139,-2.1615,-0.000012,-12.234797,-0.199548,0.044752,0.311725,0.000064,0.000082,0.000061,129,170,456,131,164,409
529,-8.082499,-17.721611,25,-69.022606,25.116202,30.480858,100.225139,-2.1615,-0.000012,-12.234797,-0.199548,0.044752,0.311725,0.000064,0.000082,0.000061,318,142,51,317,137,65
530,-19.769458,21.369155,25,-69.022606,25.116202,30.480858,100.225139,-2.1615,-0.000012,-12.234797,-0.199548,0.044752,0.311725,0.000064,0.000082,0.000061,144,85,428,143,90,401
531,-19.116866,5.407209,25,-69.022606,25.116202,30.480858,100.225139,-2.1615,-0.000012,-12.234797,-0.199548,0.044752,0.311725,0.000064,0.000082,0.000061,207,86,450,208,90,425
532,7.242348,10.903253,25,-95,23.543131,67.29073,88.594617,-23.79947,-18.630956,5.112331,-0.204765,-0.04134,0.341334,0.003627,0.013748,0.0127,35,148,498,36,152,510
533,6.025811,-26.271766,25,-95,23.543131,67.29073,88.594617,-23.79947,-18.630956,5.112331,-0.204765,-0.04134,0.341334,0.003627,0.013748,0.0127,203,141,376,204,145,376
534,-14.249442,3.15004,25,-95,23.543131,67.29073,88.594617,-23.79947,-18.630956,5.112331,-0.204765,-0.04134,0.341334,0.003627,0.013748,0.0127,73,60,439,76,52,461
535,-11.869048,-21.835679,25,-95,23.543131,67.29073,88.594617,-23.79947,-18.630956,5.112331,-0.204765,-0.04134,0.341334,0.003627,0.013748,0.0127,182,70,378,183,63,393
536,-14.367864,-7.493207,25,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,149,107,382,150,106,376
537,-12.021947,-24.021345,25,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,216,119,409,216,118,396
538,-19.203194,22.826105,25,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,3,84,196,3,87,191
539,-16.05357,-24.605327,25,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,219,103,416,219,99,394
540,9.960273,28.640108,25,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,96,165,393,97,159,397
541,8.854443,-17.383579,25,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,309,168,462,308,164,427
542,-12.496069,24.393977,25,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,116,67,392,117,73,383
544,9.430301,14.836911,25,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,136,122,341,137,122,366
545,9.952617,2.219937,25,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,184,125,359,185,125,371
546,-1.687801,21.033093,25,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,107,75,392,109,78,399
547,-4.888404,0.387459,25,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,193,58,389,196,62,398
548,-2.000613,28.47321,25,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,110,121,398,110,121,383
549,-2.271568,10.740522,25,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,181,120,379,181,120,357
550,-4.632675,21.057267,25,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,144,111,361,143,112,360
551,-11.318949,-4.769681,25,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,256,78,480,257,83,447
552,9.021648,22.403321,25,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,36,191,522,40,191,499
553,7.295062,-14.963871,25,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,205,179,402,209,182,393
554,-19.22032,27.008236,25,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,11,57,533,12,62,560
555,-14.133437,-29.413011,25,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,280,86,486,280,80,472
556,6.976267,12.365416,26,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,36,138,517,37,139,526
557,9.3303,-28.476179,26,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,221,145,418,221,150,407
558,-17.419154,15.315363,26,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,13,27,616,18,18,659
559,2.839346,-18.214987,26,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,174,118,377,174,117,380
560,-5.191623,26.523558,26,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,52,149,514,53,149,519
561,-6.396113,-3.88193,26,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,185,144,404,186,143,408
562,-19.890441,29.431306,26,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,35,82,565,35,90,555
563,-19.753154,-1.008411,26,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,172,84,415,174,85,409
564,4.314822,14.238378,26,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,129,130,379,129,129,364
565,7.587792,-24.402106,26,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,307,147,515,307,148,486
566,-3.958985,23.100413,26,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,87,94,398,88,96,416
567,-3.376676,-11.669367,26,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,240,95,403,241,97,434
568,7.053422,-3.825917,26,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,72,186,560,76,201,718
569,-7.510842,-26.447063,26,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,173,134,438,173,137,550
571,-11.797171,-27.644091,26,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,179,116,443,179,115,555
572,8.591751,-4.415401,26,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,101,174,458,104,183,500
573,3.423349,-17.628841,26,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,155,157,418,156,163,450
574,-19.023978,3.63901,26,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,63,68,521,65,61,560
575,-15.562795,-18.599407,26,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,160,81,415,161,75,447
577,7.886634,-25.95326,26,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,178,166,430,179,175,515
578,-12.853225,-3.391502,26,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,84,90,470,84,85,549
579,-13.47781,-23.32168,26,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,167,86,413,167,79,484
581,-3.012479,-26.835882,26,-95,23.271992,73.63537,94.655127,18.065501,-14.45316,6.766529,-0.18415,-0.055364,0.314999,0.001033,0.008382,0.005997,171,152,454,172,159,583
583,-12.344473,-28.350303,26,-95,23.271992,73.63537,94.655127,18.065501,-14.45316,6.766529,-0.18415,-0.055364,0.314999,0.001033,0.008382,0.005997,180,118,446,179,117,553
584,8.37985,23.283937,26,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,53,130,471,54,128,481
585,8.520254,0.274509,26,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,153,130,385,154,130,374
586,-18.065597,12.745766,26,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,98,10,507,107,11,506
587,-19.281386,-10.754667,26,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,198,6,302,210,5,276
588,5.498967,-2.661474,26,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,129,132,390,129,133,359
589,8.206501,-15.762629,26,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,179,144,382,180,147,376
590,-6.669586,8.419985,26,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,76,84,438,77,81,418
591,-16.674747,-13.227747,26,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,164,42,424,169,35,419
592,9.654265,13.793838,26,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,130,148,359,131,147,382
593,5.928525,-3.366426,26,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,199,137,378,200,136,380
594,-14.245807,22.88379,26,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,86,44,442,90,50,450
595,-4.314081,-25.089565,26,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,309,86,449,309,86,419
596,5.097626,23.881777,26,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,150,192,606,152,179,471
598,-18.424089,26.863631,26,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,139,93,559,138,98,446
599,-15.015297,21.689919,26,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,153,102,534,153,105,434
601,3.649346,-28.511739,27,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,203,180,512,206,192,590
602,-16.834388,11.304644,27,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,24,100,654,25,98,715
603,-17.84427,-21.186617,27,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,173,97,462,173,93,502
604,6.103658,-8.442308,27,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,79,149,524,79,156,744
605,1.563641,-28.909411,27,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,165,134,454,166,138,633
606,-19.90433,-4.036034,27,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,52,56,616,54,39,887
607,-9.894778,-29.264165,27,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,167,92,459,166,85,651
608,-4.497156,14.168556,27,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,75,142,520,76,143,504
609,3.359513,-7.179641,27,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,164,175,451,167,177,455
610,-17.416622,18.398058,27,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,54,88,549,55,89,534
611,-12.213056,-20.371198,27,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,227,110,475,227,107,463
612,3.08335,9.171235,27,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,31,165,630,33,173,700
613,-4.143581,-27.376792,27,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,198,135,459,198,137,501
615,-14.136338,-19.275388,27,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,162,95,450,162,91,484
616,-11.213754,3.56333,27,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,58,121,568,58,122,660
617,-12.15859,-23.360067,27,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,175,118,467,175,118,524
618,-19.97089,0.589727,27,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,72,88,553,73,83,630
619,-16.905607,-26.202146,27,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,189,101,471,188,96,531
620,-2.317842,21.242826,27,-68.693802,25.180366,28.979413,104.502294,-2.052565,0,-13.477449,-0.184397,0.047923,0.314947,0.000006,0.000006,0.000004,154,158,574,155,151,469
